location,year,category,rank,query
China,2013,人物,3,王菲
China,2013,人物,4,邓文迪
China,2013,人物,5,林志炫
China,2013,搜索关键词,1,小爸爸
China,2013,搜索关键词,2,雅安地震
China,2013,搜索关键词,3,泰囧
China,2013,搜索关键词,4,快餐
China,2013,搜索关键词,5,天天有喜
China,2013,游戏,1,疯狂猜图
China,2013,游戏,2,神庙逃亡
China,2013,游戏,3,节奏大师
China,2013,游戏,4,找你妹
China,2013,游戏,5,疯狂猜歌
Colombia,2013,Acontecimientos ,1,Miss Universo 2013
Colombia,2013,Acontecimientos ,2,Muerte de Chavez
Colombia,2013,Acontecimientos ,3,Nuevo Papa
Colombia,2013,Acontecimientos ,4,Paro Nacional
Colombia,2013,Acontecimientos ,5,Paro Cafetero
Colombia,2013,Actores,1,Cory Monteith
Colombia,2013,Actores,2,Jose Luis Paniagua
Colombia,2013,Actores,3,Lucero Galindo
Colombia,2013,Actores,4,Karla Alvarez
Colombia,2013,Actores,5,Jennifer Lawrence
Colombia,2013,Cantantes,1,Mariano Cívico
Colombia,2013,Cantantes,2,Lea Michele
Colombia,2013,Cantantes,3,Kany García
Colombia,2013,Cantantes,4,Jeff Hanneman
Colombia,2013,Cantantes,5,Robin Thicke
Colombia,2013,Cómo,1,Cómo hacer espagueti
Colombia,2013,Cómo,2,Cómo hacer chimichurri
Colombia,2013,Cómo,3,Cómo hacer pompones
Colombia,2013,Cómo,4,Cómo hacer chocolates
Colombia,2013,Cómo,5,Cómo hacer sentadillas
Colombia,2013,Deportistas,1,Stefan Medina
Colombia,2013,Deportistas,2,Gareth Bale
Colombia,2013,Deportistas,3,Nairo Quintana
Colombia,2013,Deportistas,4,Freddy Rincón
Colombia,2013,Deportistas,5,René Higuita
Colombia,2013,Eventos Deportivos,1,Tour de Francia
Colombia,2013,Eventos Deportivos,2,Eliminatorias Brasil 2014
Colombia,2013,Eventos Deportivos,3,Copa Confederaciones
Colombia,2013,Eventos Deportivos,4,Copa Sudamericana 2013
Colombia,2013,Eventos Deportivos,5,Colombia vs Bolivia
Colombia,2013,Personas,1,Hugo Chavez
Colombia,2013,Personas,2,Papa Francisco
Colombia,2013,Personas,3,Capriles
Colombia,2013,Personas,4,Douglas Adams
Colombia,2013,Personas,5,Nicolas Maduro
Colombia,2013,Programas de Televisión/Películas,1,Mi Villano Favorito
Colombia,2013,Programas de Televisión/Películas,2,Desafío 2013
Colombia,2013,Programas de Televisión/Películas,3,Cumbia Ninja
Colombia,2013,Programas de Televisión/Películas,4,El Conjuro
Colombia,2013,Programas de Televisión/Películas,5,Iron Man 3
Colombia,2013,Qué es,1,Qué es Lesoto
Colombia,2013,Qué es,2,Qué es cónclave
Colombia,2013,Qué es,3,Qué es linfoma
Colombia,2013,Qué es,4,Qué es hipocondriaco
Colombia,2013,Qué es,5,Qué es asbesto
Colombia,2013,Telecomunicaciones/Hardware,1,BBM para Android
Colombia,2013,Telecomunicaciones/Hardware,2,Samsung Galaxy S4
Colombia,2013,Telecomunicaciones/Hardware,3,iPhone 5s
Colombia,2013,Telecomunicaciones/Hardware,4,iOS 7
Colombia,2013,Telecomunicaciones/Hardware,5,Blackberry z10
Colombia,2013,Tendencias,1,Viva Colombia
Colombia,2013,Tendencias,2,Colpensiones
Colombia,2013,Tendencias,3,Salario Mínimo
Colombia,2013,Tendencias,4,Exito
Colombia,2013,Tendencias,5,Win Sports
Costa Rica,2013,Intérpretes Musicales,1,Lea Michele
Costa Rica,2013,Intérpretes Musicales,2,Black Sabbath
Costa Rica,2013,Intérpretes Musicales,3,Debi Nova
Costa Rica,2013,Intérpretes Musicales,4,Carlos Vives
Costa Rica,2013,Intérpretes Musicales,5,Jenni Rivera
Costa Rica,2013,Películas,1,Mi Villano Favorito 2
Costa Rica,2013,Películas,2,Iron Man 3
Costa Rica,2013,Películas,3,Monsters University
Costa Rica,2013,Películas,4,Titanes del Pacífico
Costa Rica,2013,Películas,5,Guerra Mundial Z
Costa Rica,2013,Tendencias,1,El Pollito Pío
Costa Rica,2013,Tendencias,2,Corea del Norte
Costa Rica,2013,Tendencias,3,Minions
Costa Rica,2013,Tendencias,4,Cory Monteith
Costa Rica,2013,Tendencias,5,Miss Universo 2013
Croatia,2013,Popularne pjesme,1,Gangnam Style
Croatia,2013,Popularne pjesme,2,Nirvana
Croatia,2013,Popularne pjesme,3,Tarapana
Croatia,2013,Popularne pjesme,4,Hurem
Croatia,2013,Popularne pjesme,5,Zorica
Croatia,2013,Popularne sapunice,1,Sila
Croatia,2013,Popularne sapunice,2,Sulejman Veličanstveni
Croatia,2013,Popularne sapunice,3,Djevojka imena Feriha
Croatia,2013,Popularne sapunice,4,Avenida Brasil
Croatia,2013,Popularne sapunice,5,Kako vrijeme prolazi
Croatia,2013,Popularni događaji,1,Eurobasket 2013
Croatia,2013,Popularni događaji,2,Lokalni izbori
Croatia,2013,Popularni događaji,3,Handball 2013
Croatia,2013,Popularni događaji,4,Antonov 225
Croatia,2013,Popularni događaji,5,Rujanfest
Croatia,2013,Pretrage,1,Sila
Croatia,2013,Pretrage,2,Sulejman Veličanstveni
Croatia,2013,Pretrage,3,Dolores Lambaša
Croatia,2013,Pretrage,4,Paul Walker
Croatia,2013,Pretrage,5,Djevojka imena Feriha
Czechia,2013,Lokální osobnosti,1,Karel Schwarzenberg
Czechia,2013,Lokální osobnosti,2,Miloš Zeman
Czechia,2013,Lokální osobnosti,3,Iveta Bartošová
Czechia,2013,Lokální osobnosti,4,Vladimír Franz
Czechia,2013,Lokální osobnosti,5,Jana Nagyová
Czechia,2013,Politici,1,Karel Schwarzenberg
Czechia,2013,Politici,2,Miloš Zeman
Czechia,2013,Politici,3,Vladimír Franz
Czechia,2013,Politici,4,Jiří Dienstbier
Czechia,2013,Politici,5,Andrej Babiš
Czechia,2013,Skokani,1,Vyvolení
Czechia,2013,Skokani,2,Karel Schwarzenberg
Czechia,2013,Skokani,3,Volby 2013
Czechia,2013,Skokani,4,MS hokej 2013
Czechia,2013,Skokani,5,Google Play
Czechia,2013,Světové osobnosti,1,Kate Middleton
Czechia,2013,Světové osobnosti,2,Cory Monteith
Czechia,2013,Světové osobnosti,3,Niki Lauda
Czechia,2013,Světové osobnosti,4,Charlie Hunnam
Czechia,2013,Světové osobnosti,5,Lou Reed
Czechia,2013,Technologické novinky,1,iPhone 5s
Czechia,2013,Technologické novinky,2,Samsung Galaxy s4
Czechia,2013,Technologické novinky,3,HTC One
Czechia,2013,Technologické novinky,4,Samsung Galaxy s3
Czechia,2013,Technologické novinky,5,iPhone 5c
Denmark,2013,Hvad er?,1,Hvad er lockout?
Denmark,2013,Hvad er?,2,Hvad er GGGI?
Denmark,2013,Hvad er?,3,Hvad er Airdrop?
Denmark,2013,Hvad er?,4,Hvad er halalslagtning?
Denmark,2013,Hvad er?,5,Hvad er nori?
Denmark,2013,Hvor ligger?,1,Hvor ligger Qatar?
Denmark,2013,Hvor ligger?,2,Hvor ligger Frihuset?
Denmark,2013,Hvor ligger?,3,Hvor ligger Strynø?
Denmark,2013,Hvor ligger?,4,Hvor ligger Syrien?
Denmark,2013,Hvor ligger?,5,Hvor ligger Boston?
Denmark,2013,Mennesker,1,Paul Walker
Denmark,2013,Mennesker,2,Allan Simonsen
Denmark,2013,Mennesker,3,Nelson Mandela
Denmark,2013,Mennesker,4,Emmelie de Forest
Denmark,2013,Mennesker,5,Simone Egeriis
Denmark,2013,Musiker,1,Emmelie de Forest
Denmark,2013,Musiker,2,Simone Egeriis
Denmark,2013,Musiker,3,Robbie Williams
Denmark,2013,Musiker,4,Marie Key
Denmark,2013,Musiker,5,Lou Reed
Denmark,2013,Slankekur,1,Dukan kuren
Denmark,2013,Slankekur,2,Verdens bedste kur
Denmark,2013,Slankekur,3,GO' kur
Denmark,2013,Slankekur,4,5:2 kuren
Denmark,2013,Slankekur,5,Detox kur
Denmark,2013,TV-program,1,MGP 2013
Denmark,2013,TV-program,2,Dicte
Denmark,2013,TV-program,3,Eurovision 2013
Denmark,2013,TV-program,4,Rita
Denmark,2013,TV-program,5,Årgang 0
Ecuador,2013,Cómo,1,Cómo hacer pesto
Ecuador,2013,Cómo,2,Cómo hacer cupcakes
Ecuador,2013,Cómo,3,Cómo hacer trenzas
Ecuador,2013,Cómo,4,Cómo hacer crepes
Ecuador,2013,Cómo,5,Cómo hacer espumilla
Ecuador,2013,Qué es,1,Qué es emprendimiento
Ecuador,2013,Qué es,2,Qué es Tomorrowland
Ecuador,2013,Qué es,3,Qué es peritonitis
Ecuador,2013,Qué es,4,Qué es utopia
Ecuador,2013,Qué es,5,Qué es pegaso
Ecuador,2013,Tendencias,1,CNE
Ecuador,2013,Tendencias,2,Mercado Libre
Ecuador,2013,Tendencias,3,Juegos de Kizi
Ecuador,2013,Tendencias,4,Enchufetv
Ecuador,2013,Tendencias,5,Chucho Benitez
Egypt,2013,Trending People - الاشخاص الأكثر رواجاً,1,باسم يوسف
Egypt,2013,Trending People - الاشخاص الأكثر رواجاً,2,صافيناز
Egypt,2013,Trending People - الاشخاص الأكثر رواجاً,3,أحمد جمال
Egypt,2013,Trending People - الاشخاص الأكثر رواجاً,4,محمد عساف
Egypt,2013,Trending People - الاشخاص الأكثر رواجاً,5,عبد الفتاح السيسي
Egypt,2013,Trending Searches - كلمات البحث الأكثر رواجاً,1,مسلسلات رمضان 2013
Egypt,2013,Trending Searches - كلمات البحث الأكثر رواجاً,2,تسلم الإيادي
Egypt,2013,Trending Searches - كلمات البحث الأكثر رواجاً,3,نتيجة الإبتدائية 2013
Egypt,2013,Trending Searches - كلمات البحث الأكثر رواجاً,4,وزارة التموين
Egypt,2013,Trending Searches - كلمات البحث الأكثر رواجاً,5,حركة تمرد
Estonia,2013,Inimesed,1,Paul Walker
Estonia,2013,Inimesed,2,Robbie Williams
Estonia,2013,Inimesed,3,Katrin Silman
Estonia,2013,Inimesed,4,Jackie Chan
Estonia,2013,Inimesed,5,Cory Monteith
Estonia,2013,Otsingud,1,Valimised
Estonia,2013,Otsingud,2,Robbie Williams
Estonia,2013,Otsingud,3,Paul Walker
Estonia,2013,Otsingud,4,Eurovision 2013
Estonia,2013,Otsingud,5,Eesti Laul 2013
Estonia,2013,Üritused,1,Valimised 2013
Estonia,2013,Üritused,2,Robbie Williamsi kontsert
Estonia,2013,Üritused,3,Eurovision 2013
Estonia,2013,Üritused,4,Eesti Laul 2013
Estonia,2013,Üritused,5,Gumball 3000
Finland,2013,Henkilöt,1,Paul Walker
Finland,2013,Henkilöt,2,Andy McCoy
Finland,2013,Henkilöt,3,Marianne Kallio
Finland,2013,Henkilöt,4,Sini Sabotage
Finland,2013,Henkilöt,5,Isac Elliot
Finland,2013,Kuinka...?,1,Kuinka ymmärtää naisia
Finland,2013,Kuinka...?,2,Kuinka rikastua
Finland,2013,Kuinka...?,3,Kuinka purjehtijaksi
Finland,2013,Kuinka...?,4,Kuinka saada unta
Finland,2013,Kuinka...?,5,Kuinka laihtua
Finland,2013,Kännykät,1,iPhone 5s
Finland,2013,Kännykät,2,iPhone 5c
Finland,2013,Kännykät,3,Samsung galaxy s4
Finland,2013,Kännykät,4,Lumia 920
Finland,2013,Kännykät,5,Lumia 520
Finland,2013,Matkailu,1,Trivago
Finland,2013,Matkailu,2,Viking Grace
Finland,2013,Matkailu,3,Matkamessut 2013 Helsinki
Finland,2013,Matkailu,4,HSL reittihaku
Finland,2013,Matkailu,5,VR mobiili
Finland,2013,Mikä on...?,1,Mikä on skillpages
Finland,2013,Mikä on...?,2,Mikä on whatsapp
Finland,2013,Mikä on...?,3,Mikä on hashtag
Finland,2013,Mikä on...?,4,Mikä on paimensukuinen
Finland,2013,Mikä on...?,5,Mikä on bic
Finland,2013,Miten...?,1,Miten iskeä mies
Finland,2013,Miten...?,2,Miten saada sixpack
Finland,2013,Miten...?,3,Miten saada unta
Finland,2013,Miten...?,4,Miten rikastua
Finland,2013,Miten...?,5,Miten maalataan puuta
Finland,2013,Reseptit,1,Pulled pork
Finland,2013,Reseptit,2,Risotto
Finland,2013,Reseptit,3,Cupcakes
Finland,2013,Reseptit,4,Foccaccia-leipä
Finland,2013,Reseptit,5,Murotaikina
Finland,2013,Talous,1,Danske Bank
Finland,2013,Talous,2,Lähitapiola
Finland,2013,Talous,3,Nordean verkkopankki
Finland,2013,Talous,4,POP vakuutus
Finland,2013,Talous,5,Veroilmoitus 2013
Finland,2013,Tapahtumat,1,Jääkiekon MM
Finland,2013,Tapahtumat,2,Rock the Beach
Finland,2013,Tapahtumat,3,Euroviisut
Finland,2013,Tapahtumat,4,Tall Ships Race
Finland,2013,Tapahtumat,5,Confederations Cup
Finland,2013,Trending,1,Danske Bank
Finland,2013,Trending,2,Netflix
Finland,2013,Trending,3,Liiga
Finland,2013,Trending,4,Zalando
Finland,2013,Trending,5,NHL
Finland,2013,Urheilijat,1,Pekka Hyysalo
Finland,2013,Urheilijat,2,Oscar Pistorius
Finland,2013,Urheilijat,3,Oona Tolppanen
Finland,2013,Urheilijat,4,Antti Raanta
Finland,2013,Urheilijat,5,Ayrton Senna
Finland,2013,Vähittäiskauppa,1,Zalando
Finland,2013,Vähittäiskauppa,2,Hullut Päivät 2013
Finland,2013,Vähittäiskauppa,3,K-supermarket
Finland,2013,Vähittäiskauppa,4,K-citymarket hintaralli
Finland,2013,Vähittäiskauppa,5,Kauppakeskus Kaari
France,2013,Couturiers et designers,1,Michael Kors
France,2013,Couturiers et designers,2,Marc Jacobs
France,2013,Couturiers et designers,3,Victoria Beckham
France,2013,Couturiers et designers,4,Yves Saint Laurent
France,2013,Couturiers et designers,5,Stella McCartney
France,2013,Evénements,1,Vendée Globe
France,2013,Evénements,2,Roland Garros
France,2013,Evénements,3,Eurovision
France,2013,Evénements,4,Transat Jacques Vabre
France,2013,Evénements,5,Paris Dakar
France,2013,Expositions,1,Exposition Titanic
France,2013,Expositions,2,Japan Expo
France,2013,Expositions,3,Exposition Hopper
France,2013,Expositions,4,Exposition Dali
France,2013,Expositions,5,Exposition Braque
France,2013,Films,1,Gravity
France,2013,Films,2,Iron Man 3
France,2013,Films,3,Django Unchained
France,2013,Films,4,Man of Steel
France,2013,Films,5,World War Z
France,2013,Gifs,1,Gif One Direction
France,2013,Gifs,2,Gif Danseuse
France,2013,Gifs,3,Gif Promotion
France,2013,Gifs,4,Gif Fleurs
France,2013,Gifs,5,Gif Lapins
France,2013,High Tech,1,iPhone 5s
France,2013,High Tech,2,PlayStation 4
France,2013,High Tech,3,iPhone 5c
France,2013,High Tech,4,Nexus 5
France,2013,High Tech,5,Galaxy S4
France,2013,Musiciens,1,Daft Punk
France,2013,Musiciens,2,Stromae
France,2013,Musiciens,3,Lou Reed
France,2013,Musiciens,4,Psy
France,2013,Musiciens,5,Macklemore
France,2013,Personnalités,1,Paul Walker
France,2013,Personnalités,2,Kate Middleton
France,2013,Personnalités,3,Valérie Benguigui
France,2013,Personnalités,4,Nabilla
France,2013,Personnalités,5,Nelson Mandela
France,2013,Personnalités politiques,1,Jérôme Cahuzac
France,2013,Personnalités politiques,2,Delphine Batho
France,2013,Personnalités politiques,3,Samia Ghali
France,2013,Personnalités politiques,4,Pierre Mauroy
France,2013,Personnalités politiques,5,Christine Boutin
France,2013,Que signifie... ?,1,Que signifie skyfall
France,2013,Que signifie... ?,2,Que signifie kama
France,2013,Que signifie... ?,3,Que signifie géo
France,2013,Que signifie... ?,4,Que signifie rtt
France,2013,Que signifie... ?,5,Que signifie DDASS
France,2013,Recettes,1,Recette Ramadan
France,2013,Recettes,2,Tourte bretonne
France,2013,Recettes,3,Mug cake
France,2013,Recettes,4,Ile flottante
France,2013,Recettes,5,Bagel
France,2013,Recherches,1,Paul Walker
France,2013,Recherches,2,Vendée Globe
France,2013,Recherches,3,Kate Middleton
France,2013,Recherches,4,Secret Story 7
France,2013,Recherches,5,iPhone 5s
France,2013,Sportifs,1,John Cena
France,2013,Sportifs,2,Oscar Pistorius
France,2013,Sportifs,3,Serena Williams
France,2013,Sportifs,4,Kévin Anin
France,2013,Sportifs,5,Edinson Cavani
France,2013,Sujets d'actualité,1,Royal Baby
France,2013,Sujets d'actualité,2,Nelson Mandela
France,2013,Sujets d'actualité,3,Mali
France,2013,Sujets d'actualité,4,Florence Cassez
France,2013,Sujets d'actualité,5,Pape
Germany,2013,Events,1,Oktoberfest 2013
Germany,2013,Events,2,IAA 2013
Germany,2013,Events,3,Tomorrowland 2013
Germany,2013,Events,4,Gamescom 2013
Germany,2013,Events,5,Bauma
Germany,2013,Games,1,FIFA 14
Germany,2013,Games,2,Cube World
Germany,2013,Games,3,Battlefield 4
Germany,2013,Games,4,GTA 5 PC
Germany,2013,Games,5,Cookie Clicker
Germany,2013,Musik,1,Harlem Shake
Germany,2013,Musik,2,Gangnam Style
Germany,2013,Musik,3,Heino
Germany,2013,Musik,4,Sunrise Avenue
Germany,2013,Musik,5,Macklemore
Germany,2013,Nachrichten,1,Bundestagswahl 2013
Germany,2013,Nachrichten,2,AfD
Germany,2013,Nachrichten,3,Hochwasser
Germany,2013,Nachrichten,4,Nordkorea
Germany,2013,Nachrichten,5,Nelson Mandela
Germany,2013,Sport,1,Handball WM 2013
Germany,2013,Sport,2,Champions League 2013
Germany,2013,Sport,3,Bayern Barcelona
Germany,2013,Sport,4,Super Bowl 2013
Germany,2013,Sport,5,DFB Pokal
Germany,2013,Suchbegriffe,1,Wahlomat
Germany,2013,Suchbegriffe,2,Immobilien Scout
Germany,2013,Suchbegriffe,3,Paul Walker
Germany,2013,Suchbegriffe,4,iPhone 5s
Germany,2013,Suchbegriffe,5,Dschungelcamp 2013
Germany,2013,Technik,1,iPhone 5s
Germany,2013,Technik,2,Samsung Galaxy S4
Germany,2013,Technik,3,HTC One
Germany,2013,Technik,4,Nexus 5
Germany,2013,Technik,5,PS4
Ghana,2013,People,1,Paul Walker
Ghana,2013,People,2,Goldie Harvey
Ghana,2013,People,3,Rachel Appoh
Ghana,2013,People,4,Trayvon Martin
Ghana,2013,People,5,Pope Francis
Ghana,2013,Top Events,1,AFCON 2013
Ghana,2013,Top Events,2,Paul Walker dead
Ghana,2013,Top Events,3,Goldie Harvey Dead
Ghana,2013,Top Events,4,Rachel Attoh scandal
Ghana,2013,Top Events,5,Trayvon Martin
Ghana,2013,Top Trending TV Series,1,Corazon Indomable
Ghana,2013,Top Trending TV Series,2,BBA the Chase
Ghana,2013,Top Trending TV Series,3,Arrow Season 1
Ghana,2013,Top Trending TV Series,4,Bella Calamidades
Ghana,2013,Top Trending TV Series,5,The Originals
Hong Kong,2013,人物,1,陳僖儀
Hong Kong,2013,人物,2,藍可兒
Hong Kong,2013,人物,3,Edward Snowden
Hong Kong,2013,人物,4,王維基
Hong Kong,2013,人物,5,萬綺雯
Hong Kong,2013,社會話題,1,颱風天兔襲港
Hong Kong,2013,社會話題,2,香港電視發牌事件
Hong Kong,2013,社會話題,3,H7N9禽流感
Hong Kong,2013,社會話題,4,黃色巨鴨
Hong Kong,2013,社會話題,5,斯諾登事件
Hong Kong,2013,關鍵字,1,Puzzle & Dragons
Hong Kong,2013,關鍵字,2,iPhone 5s
Hong Kong,2013,關鍵字,3,陳僖儀
Hong Kong,2013,關鍵字,4,Chain Chronicle
Hong Kong,2013,關鍵字,5,進擊的巨人
Hungary,2013,Keresések,1,Paul Walker
Hungary,2013,Keresések,2,Éjjel Nappal Budapest
Hungary,2013,Keresések,3,Voice
Hungary,2013,Keresések,4,Krasznai Tünde
Hungary,2013,Keresések,5,Sztárban Sztár
Hungary,2013,Személyek,1,Paul Walker
Hungary,2013,Személyek,2,Krasznai Tünde
Hungary,2013,Személyek,3,ByeAlex
Hungary,2013,Személyek,4,Pikali Gerda
Hungary,2013,Személyek,5,Szepesi Nikolett
India,2013,Top Trending,1,Chennai Express
India,2013,Top Trending,2,IPL 2013
India,2013,Top Trending,3,Aashiqui 2
India,2013,Top Trending,4,UIDAI
India,2013,Top Trending,5,GATE 2014
Indonesia,2013,Penelusuran,1,Paul Walker
Indonesia,2013,Penelusuran,2,Padamu Negeri
Indonesia,2013,Penelusuran,3,BBM for Android
Indonesia,2013,Penelusuran,4,CPNS 2013
Indonesia,2013,Penelusuran,5,Harlem Shake
Indonesia,2013,Tokoh,1,Paul Walker
Indonesia,2013,Tokoh,2,Eyang Subur
Indonesia,2013,Tokoh,3,Tegar
Indonesia,2013,Tokoh,4,Zaskia Gotik
